Title,Year,Genre,Plot,Topic_Perc_Contrib,Dominant_Topic,lemmatized_Plot,Keywords
Four Sisters Before the Wedding,2020,"Comedy, Drama","After discovering their parents' marriage is on the brink of ending, the Salazar siblings scheme to bring them back together in time for their 20th anniversary in a prequel to ""Four Sisters and a Wedding.""",0.789900004863739,0.0,"['discover', 'parent', 'marriage', 'brink', 'end', 'salazar', 'sibling', 'scheme', 'bring', 'back', 'together', 'time', 'anniversary', 'prequel', 'sister', 'wedding']","life, time, woman, story, sound, man, young, relationship, love, way"
Citizen Jake,2018,Drama,"Citizen Jake is the story of Jake Herrera, journalist and estranged son of a powerful Philippine Senator. More than anything, he wants to prove he is not like his father. This has been the motivation for most of his adult life's decisions, from career choice to his attempt to build a life for himself far away, in Baguio. But circumstances force him to try to solve the brutal murder of a young, female student from the university he teaches in. The investigation brings him on a path to encounter corruption and to finally face his own demons.Written bySolar Pictures PH",0.3720000088214874,0.0,"['citizen', 'jake', 'story', 'journalist', 'estrange', 'son', 'powerful', 'philippine', 'senator', 'want', 'prove', 'father', 'motivation', 'adult', 'life', 'decision', 'career', 'choice', 'attempt', 'build', 'life', 'far', 'away', 'baguio', 'circumstance', 'force', 'solve', 'brutal', 'murder', 'young', 'female', 'student', 'university', 'teach', 'investigation', 'bring', 'path', 'encounter', 'corruption', 'finally', 'face', 'demon']","life, time, woman, story, sound, man, young, relationship, love, way"
Gumising ka... Maruja,1978,Horror,"It is about a bride who committed suicide on her wedding night several decades back and appears to have been reincarnated in an actress-producer. The name in the title refers to Maruja Isable Sevilla y Mira (Susan Roces) who poisons herself when forced to marry a man she does not love. This was at the turn of the century but several decades later, she is reincarnated as a young producer-actress Nina Concepcion. Nina is hell-bent on filming the legend involving the couple of ill-starred lovers. However, wandering ghosts and possessions by this incarnate entities in a haunted ancestral home keep Nina's cast busy. Events come to a height when the past collides with the present.Written byAti-atihan, Mother of All Philippine Festivals",0.6347000002861023,8.0,"['bride', 'commit', 'suicide', 'wedding', 'night', 'several', 'decade', 'back', 'appear', 'reincarnate', 'actressproducer', 'name', 'title', 'refer', 'isable', 'sevilla', 'roce', 'poison', 'force', 'marry', 'man', 'love', 'turn', 'century', 'several', 'decade', 'later', 'reincarnate', 'young', 'produceractress', 'nina', 'concepcion', 'nina', 'hellbent', 'film', 'legend', 'involve', 'couple', 'illstarred', 'lover', 'however', 'wander', 'ghost', 'possession', 'incarnate', 'entity', 'haunt', 'ancestral', 'home', 'keep', 'nina', 'cast', 'busy', 'event', 'come', 'height', 'past', 'collide', 'present']","good, life, hunt, set, continue, take, community, story, struggle, violent"
The Prenup,2015,"Comedy, Romance","Wendy (Jennlyn Mercado) meets Sean (Sam Milby) in a road accident. From being foes, they become acquainted while seated to each other in a long haul flight from Manila to New York City.",0.9372000098228456,0.0,"['jennlyn', 'meet', 'road', 'accident', 'foe', 'become', 'acquaint', 'seat', 'long', 'haul', 'flight', 'manila', 'new_york', 'city']","life, time, woman, story, sound, man, young, relationship, love, way"
Wanted: Perfect Mother,1970,"Comedy, Drama, Romance","Based on the novel by Mars Ravelo and serialized in Pilipino Komiks, Wanted: Perfect Mother is described as "" light, heartwarming dramatic story for wholesome family entertainment."" It tells of a couple, Dante (Dante Rivero) and Elsa (Liza Lorena) who hires a new governess, Carla (Boots Anson-Roa) to care for their four children (Gina Alajar, Ariosto Reyes, Jr., Arnold Gamboa and 4-year old Snooky, who was introduced here) . The governess quickly establishes rapport with the children--- and the husband--- creating rumors of an affair. Before things could go wrong, Carla decides to leave. Elsa dies in a car accident and the widower decides to marry again and getting a new mother to his children. Carla is the popular one among several choices, but the head servant (Caridad Sanchez) poisons the minds of the children against her. Lino Brocka's directorial debut---Written byBGP",0.9875000119209292,9.0,"['base', 'novel', 'mars', 'ravelo', 'serialize', 'pilipino', 'komiks', 'want', 'perfect', 'mother', 'describe', 'light', 'heartwarming', 'dramatic', 'story', 'wholesome', 'family', 'entertainment', 'tell', 'couple', 'elsa', 'liza', 'hire', 'new', 'governess', 'carla', 'boot', 'ansonroa', 'care', 'child', 'gina', 'alajar', 'ariosto', 'jr', 'arnold', 'snooky', 'introduce', 'governess', 'quickly', 'establish', 'rapport', 'child', 'husband', 'create', 'rumor', 'affair', 'thing', 'go', 'wrong', 'carla', 'decide', 'leave', 'elsa', 'die', 'car_accident', 'widower', 'decide', 'marry', 'get', 'new', 'mother', 'child', 'popular', 'several', 'choice', 'head', 'servant', 'sanchez', 'poison', 'mind', 'child', 'lino', 'directorial', 'debut']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Urduja,2008,"Action, Comedy, Musical","Set in the 13th century, the film is a fictionalized tale of Princess Urduja, a legendary warrior princess of Pangasinan.",0.8396999835968018,2.0,"['set', 'th_century', 'film', 'fictionalize', 'tale', 'princess', 'urduja', 'legendary', 'warrior', 'princess', 'pangasinan']","great, musical, film, adult, today, inside, industrial, camera, footage, see"
Cry No Fear,2018,Thriller,"Kaycee (Donnalyn Bartolome) and Wendy (Ella Cruz) are always at each other's throat. But when they are left alone in their house amidst a storm, with intruders trying to kill them, they have no choice but to become partners as they try to escape.",0.9552000164985656,8.0,"['kaycee', 'donnalyn', 'bartolome', 'wendy', 'cruz', 'always', 'other', 'throat', 'leave', 'alone', 'house', 'storm', 'intruder', 'try', 'kill', 'choice', 'become', 'partner', 'try', 'escape']","good, life, hunt, set, continue, take, community, story, struggle, violent"
One More Chance,2007,"Drama, Romance","Longtime couple Basha (Bea Alonzo) and Popoy (John Lloyd Cruz) are practically inseparable, so when they split up, it's not surprising how heartbroken each feels. But Basha, stifled by the relationship, wants to spread her wings, and Popoy loves her too much to stand in her way. Struggling to build their lives anew, the onetime lovers face daily reminders of their happier times together even as they try to chart their own paths.Written byledster",0.5666999816894531,4.0,"['longtime', 'couple', 'practically', 'inseparable', 'split', 'surprising', 'heartbroken', 'feel', 'stifle', 'relationship', 'spread', 'wing', 'popoy', 'love', 'much', 'stand', 'way', 'struggle', 'build', 'life', 'anew', 'onetime', 'lover', 'face', 'daily', 'reminder', 'happy', 'time', 'together', 'even', 'try', 'chart', 'path']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Elehiya sa dumalaw mula sa himagsikan,2011,Drama,"A woman from the end of the 19th century visits modern day Philippines and observes three interwoven stories: that of a prostitute, a group of criminals and a musician.",0.4923000037670136,4.0,"['woman', 'end', 'th_century', 'visit', 'modern', 'day', 'philippine', 'observe', 'interweave', 'story', 'prostitute', 'group', 'criminal', 'musician']","fashion, father, life, live, follow, find, mar, biological, child, quiz"
Aladdin and the Adventure of All Time,2000,"Animation, Adventure, Family","Aladdin and his new friend Paige visit English kings and Egyptian queens, come face-to-face with a Tyrannosaurus Rex, and walk the gangplank with Blackbeard in a quest to retrieve the stolen magic lamp.",0.7185999751091003,9.0,"['aladdin', 'new', 'friend', 'paige', 'visit', 'english', 'king', 'egyptian', 'queen', 'come', 'facetoface', 'tyrannosaurus', 'rex', 'walk', 'gangplank', 'blackbeard', 'quest', 'retrieve', 'steal', 'magic', 'lamp']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Miguel/Michelle,1998,"Drama, Comedy","Miguel, a young man from Quezon province, leaves the Philippines for the U.S. After seven years, he returns home, and his family discovers he has had a sex change operation and is now Michelle. She declares she will stay until her family accepts her. This proves iffy: mom is embarrassed by the scandal; dad is angry and rejecting, feeling his own manhood undermined. In a sub-plot, M/M's best friend Julio, whom M/M knows is gay, announces his engagement to Sonja. Michelle tries to talk Julio out of the marriage. Julio and Sonja's decisions, Michelle's changing relationship with her tatay, and her own need to confront anew the nature of her sexuality complete the film.Written by<jhailey@hotmail.com>",0.8198000192642212,9.0,"['miguel', 'young', 'man', 'quezon', 'province', 'leave', 'philippine', 'year', 'family', 'discover', 'sex', 'change', 'operation', 'michelle', 'declare', 'stay', 'family', 'accept', 'prove', 'iffy', 'mom', 'embarrass', 'scandal', 'dad', 'angry', 'reject', 'feel', 'manhood', 'undermine', 'subplot', 'mms', 'best_friend', 'julio', 'know', 'gay', 'announce', 'engagement', 'sonja', 'michelle', 'try', 'talk', 'julio', 'marriage', 'sonjas', 'decision', 'michelle', 'change', 'relationship', 'tatay', 'confront', 'anew', 'nature', 'sexuality', 'complete', 'film']","amanda, idol, lani, judge, teenage, big, life, mother, rumor, story"
Bola,2012,Drama,"An indie film called BOLA is currently making waves as it delves into the controversial subject of corruption in the setting of small-time barangay basketball leagues.BOLA stars newcomer Kenneth Salva as Lester, the star player of their community basketball team who dreams of playing at the country's premier league, but encounters a problem on the way to PBA (Philippine Basketball Association).He meets Pandy (Arnel Ignacio), a couturier who is smitten by Lester's looks. Pandy becomes the team's manager and helps him become part of the college's varsity team.Pandy is obviously in love with Lester, a straight guy devoted to his childhood sweetheart Denise (Sofia Valdez). Lester is at a loss when Pandy's love for him turns into an obsession.Directed by Lem Lorca with a screenplay by Jerry Gracio. Also starring, Jacob Miller, Simon Ibarra, Suzette Ranillo and introducing Geeca Topacio.Produced by R & B Entertainment ProductionWritten byAnonymous",0.5358999967575073,5.0,"['indie', 'film', 'call', 'bola', 'currently', 'make', 'wave', 'delve', 'controversial', 'subject', 'corruption', 'set', 'smalltime', 'barangay', 'basketball', 'star', 'newcomer', 'salva', 'lester', 'star', 'player', 'community', 'basketball', 'team', 'dream', 'play', 'countrys', 'premier', 'league', 'encounter', 'problem', 'way', 'pba', 'philippine', 'basketball', 'associationhe', 'meet', 'pandy', 'ignacio', 'couturier', 'smite', 'look', 'pandy', 'become', 'team', 'manager', 'become', 'part', 'college', 'varsity', 'teampandy', 'obviously', 'love', 'lester', 'straight', 'guy', 'devote', 'lester', 'loss', 'pandys', 'love', 'turn', 'obsessiondirected', 'lem', 'lorca', 'screenplay', 'jerry', 'gracio', 'also', 'star', 'miller', 'ibarra', 'suzette', 'introduce', 'geeca', 'topacioproduced', 'r', 'b', 'entertainment', 'production']","film, corregidor, terror, aswang, documentary, drug, influence, shock, war, story"
Narinig mo na ba ang l8est?,2001,"Romance, Comedy","Popoy (Aga Mulach) is a handsome and eligible bachelor, but instead of the usual macho activities a guy of this day and age would indulge in, Popoy is more interested in culinary pursuits and better-living breakthroughs. He dresses himself neatly, he sweats perfume, he respects the female species in a way that he refuses to see them as sex objects, and he lives with his grandmother. People around him deem him gay. Gina (Joyce Jimenez), on the other hand, looks like the typical bimbo, whose appeal lies mainly on the bulk between her shoulders and waist. Her reputation among men precedes anything she may have to prove about herself. Both knew that the other exists, but not worth pursuing amid piles of work and not to mention their unfavorable first impressions of each other. But when it comes to the pursuit of a 400 million account, no personal difference matters. Popoy and Gina have no choice but to team-up and help their agency create a winning pitch. In no time, they discover and ...",0.8460999727249146,7.0,"['aga', 'mulach', 'handsome', 'eligible', 'bachelor', 'instead', 'usual', 'macho', 'activity', 'guy', 'day', 'age', 'indulge', 'popoy', 'interested', 'culinary', 'pursuit', 'betterlive', 'breakthrough', 'dress', 'neatly', 'sweat', 'perfume', 'respect', 'female', 'specie', 'way', 'see', 'sex', 'object', 'live', 'grandmother', 'people', 'around', 'deem', 'gay', 'gina', 'hand', 'look', 'typical', 'bimbo', 'appeal', 'lie', 'mainly', 'bulk', 'shoulder', 'waist', 'reputation', 'man', 'precede', 'prove', 'know', 'exist', 'worth', 'pursue', 'pile', 'work', 'mention', 'unfavorable', 'first', 'impression', 'come', 'pursuit', 'account', 'personal', 'difference', 'matter', 'popoy', 'gina', 'choice', 'teamup', 'help', 'agency', 'create', 'win', 'pitch', 'time', 'discover']","life, depend, film, move, good, ever, emotional, deliver, equipment, student"
